ID,Title,Date,Image_URL,Characters,Page_URL,arc_number,arc_name
0104,Love In The Stitches,"February 11, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-11-love-in-the-stitches.png,"Grape, Mrs. Sandwich, Peanut",https://www.housepetscomic.com/comic/2009/02/11/love-in-the-stitches/,,
0105,Cut On The Dotty Line,"February 13, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-13-cut-on-the-dotty-line.png,"Grape, Maxwell, Peanut, Sasha",https://www.housepetscomic.com/comic/2009/02/13/cut-on-the-dotty-line/,,
0106,OHH DISS,"February 16, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-16-OHH-DISS.png,"Fido, Sabrina, Spo",https://www.housepetscomic.com/comic/2009/02/16/ohh-diss/,15.0,A Mouse Named Spo
0107,This Is A Real 3rd Edition Gamebreaker,"February 18, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-18-this-is-a-real-3rd-edition-gamebreaker.png,"Dorks, Fido, Ryan, Spo",https://www.housepetscomic.com/comic/2009/02/18/this-is-a-real-3rd-edition-gamebreaker/,15.0,A Mouse Named Spo
0108,Compensation,"February 20, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-20-compensation.png,"Fido, Spo",https://www.housepetscomic.com/comic/2009/02/20/compensation/,15.0,A Mouse Named Spo
0109,Their Naming Conventions Had A Cover Charge,"February 23, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-23-their-naming-conventions-had-a-cover-charge.png,"Fido, Spo",https://www.housepetscomic.com/comic/2009/02/23/their-naming-conventions-had-a-cover-charge/,15.0,A Mouse Named Spo
0110,Especially Who? WHO?!,"February 25, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-25-especially-who-WHO.png,"Fido, Fox, Spo",https://www.housepetscomic.com/comic/2009/02/25/especially-who-who/,15.0,A Mouse Named Spo
0111,And The Finch And The Shrew And The . . .,"February 27, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-02-27-and-the-finch-and-the-shrew-and-the.png,"Fido, Fox, Spo",https://www.housepetscomic.com/comic/2009/02/27/and-the-finch-and-the-shrew-and-the/,15.0,A Mouse Named Spo
0112,Wonderful Night For A Bike Ride,"March 2, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-02-wonderful-night-for-a-bike-ride.png,"Bill, Fido, Spo",https://www.housepetscomic.com/comic/2009/03/02/wonderful-night-for-a-bike-ride/,15.0,A Mouse Named Spo
0113,Midnight Confessions,"March 4, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-04-midnight-confessions.png,"Fido, Spo",https://www.housepetscomic.com/comic/2009/03/04/midnight-confessions/,15.0,A Mouse Named Spo
0114,So No He Did Not Like The Box,"March 6, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-06-so-no-he-did-not-like-the-box.png,"Fido, Spo",https://www.housepetscomic.com/comic/2009/03/06/so-no-he-did-not-like-the-box/,15.0,A Mouse Named Spo
0115,Bzzt,"March 9, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-09-bzzt.png,"Bino, Grape, Peanut",https://www.housepetscomic.com/comic/2009/03/09/bzzt/,16.0,Zap!
0116,Delayed Reaction,"March 11, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-11-delayed-reaction.png,"Bino, Peanut",https://www.housepetscomic.com/comic/2009/03/11/delayed-reaction/,16.0,Zap!
0117,Well . . . That’s Over Then,"March 13, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-13-well-thats-over-then.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/03/13/well-thats-over-then/,16.0,Zap!
0118,Book Smarts,"March 16, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-16-book-smarts.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/03/16/book-smarts/,17.0,Fall of the Pridelands
0119,"Hey, It’s That Cat Again","March 18, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-18-hey-its-that-cat-again.png,"Fiddler, Grape, Neighborhood Cats, Peanut",https://www.housepetscomic.com/comic/2009/03/18/hey-its-that-cat-again/,17.0,Fall of the Pridelands
0120,Impenetrable Wall Of Text,"March 20, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-20-impenetrable-wall-of-text.png,"Grape, Maxwell, Peanut",https://www.housepetscomic.com/comic/2009/03/20/impenetrable-wall-of-text/,17.0,Fall of the Pridelands
0121,Five Weeks Of Allowance Down The Drain,"March 23, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-23-five-weeks-of-allowance-down-the-drain.png,"Grape, Marvin, Maxwell, Mr. Bigglesworth, Neighborhood Cats, Peanut",https://www.housepetscomic.com/comic/2009/03/23/five-weeks-of-allowance-down-the-drain/,17.0,Fall of the Pridelands
0122,"And Now, You Can Never Unsee It","March 25, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-25-and-now-you-can-never-unsee-it.png,"Joey, Peanut, Squeak",https://www.housepetscomic.com/comic/2009/03/25/and-now-you-can-never-unsee-it/,17.0,Fall of the Pridelands
0123,Therin Lies Madness,"March 27, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-27-therin-lies-madness.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/03/27/therin-lies-madness/,17.0,Fall of the Pridelands
0124,The Metatext Is A Harsh Mistress,"March 30, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-03-30-the-metatext-is-a-harsh-mistress.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/03/30/the-metatext-is-a-harsh-mistress/,17.0,Fall of the Pridelands
0125,Yeah I Only Read It Ironically,"April 1, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-01-yeah-i-only-read-it-ironically.png,"Bino, Fox, Peanut, Rex",https://www.housepetscomic.com/comic/2009/04/01/yeah-i-only-read-it-ironically/,17.0,Fall of the Pridelands
0126,AKA The Non-Canon Adventures Of Spot,"April 3, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-03-AKA-the-non-canon-adventures-of-spot.png,"Grape, Peanut, Pridelands Characters, Saso, Spot (Superdog)",https://www.housepetscomic.com/comic/2009/04/03/aka-the-non-canon-adventures-of-spot/,17.0,Fall of the Pridelands
0127,Because Mental Disorders Are Funny,"April 6, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-06-because-mental-disorders-are-funny.png,"Marvin, Tiger, Zach",https://www.housepetscomic.com/comic/2009/04/06/because-mental-disorders-are-funny/,,
0128,Housepets Gets Political,"April 8, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-08-housepets-gets-political.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/04/08/housepets-gets-political/,,
0129,It Was Covered In The Meeting,"April 10, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-10-it-was-covered-in-the-meeting.png,"Bino, Fox, Neighborhood Dogs, Sasha",https://www.housepetscomic.com/comic/2009/04/10/it-was-covered-in-the-meeting/,,
0130,Any Year With No Fatalities Is A Good Year,"April 13, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-13-any-year-with-no-fatalities-is-a-good-year.png,"Bino, Fido, Neighborhood Dogs, Spo",https://www.housepetscomic.com/comic/2009/04/13/any-year-with-no-fatalities-is-a-good-year/,,
0131,AKA The Author Needs A Break From Art Again,"April 15, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-15-AKA-the-author-needs-a-break-from-art-again.png,"Nefarious Villains, Spot (Superdog), Stripe",https://www.housepetscomic.com/comic/2009/04/15/aka-the-author-needs-a-break-from-art-again/,18.0,The Continuing Adventures of Spot
0132,Deus Ex Spotchina,"April 17, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-17-deus-ex-spotchina.png,"Nefarious Villains, Spot (Superdog), Stripe",https://www.housepetscomic.com/comic/2009/04/17/deus-ex-spotchina/,18.0,The Continuing Adventures of Spot
0133,Because Good Is Dumb,"April 20, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-20-because-good-is-dumb.png,"Nefarious Villains, Spot (Superdog), Stripe",https://www.housepetscomic.com/comic/2009/04/20/because-good-is-dumb/,18.0,The Continuing Adventures of Spot
0134,"Of Course It’s Gray, It’s Not Radium Paint","April 22, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-22-of-course-its-gray-its-not-radium-paint.png,Nefarious Villains,https://www.housepetscomic.com/comic/2009/04/22/of-course-its-gray-its-not-radium-paint/,18.0,The Continuing Adventures of Spot
0135,Killjoy,"April 24, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-24-killjoy.png,"Grape, Nefarious Villains, Peanut, Spot (Superdog)",https://www.housepetscomic.com/comic/2009/04/24/killjoy/,18.0,The Continuing Adventures of Spot
0136,"No Joke Today, Just Violence","April 27, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-27-no-joke-today-just-violence.png,"Jeff, Joel, Maxwell",https://www.housepetscomic.com/comic/2009/04/27/no-joke-today-just-violence/,19.0,A Sinister Shadow
0137,So Very Very Naive,"April 29, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-04-29-so-very-very-naive.png,"Daisy, Daisy's Mom, Joel, Mrs. Sandwich, Peanut, PETA, Sasha",https://www.housepetscomic.com/comic/2009/04/29/so-very-very-naive/,19.0,A Sinister Shadow
0138,Like A Lightning Bolt Realization Strikes,"May 1, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-01-like-a-lightning-bolt-realization-strikes.png,"Joel, PETA",https://www.housepetscomic.com/comic/2009/05/01/like-a-lightning-bolt-realization-strikes/,19.0,A Sinister Shadow
0139,Excellent Judge Of Character,"May 4, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-04-excellent-judge-of-character.png,"Fido, Fox, Joel, PETA, Rex, Spo",https://www.housepetscomic.com/comic/2009/05/04/excellent-judge-of-character/,19.0,A Sinister Shadow
0140,Something Is Missing,"May 6, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-06-something-is-missing.png,Fox,https://www.housepetscomic.com/comic/2009/05/06/something-is-missing/,19.0,A Sinister Shadow
0141,Truly We Are Doing Good For The World,"May 8, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-08-truly-we-are-doing-good-for-the-world.png,"Fox, Joel, PETA",https://www.housepetscomic.com/comic/2009/05/08/truly-we-are-doing-good-for-the-world/,19.0,A Sinister Shadow
0142,Smooth As Sandpaper,"May 11, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-11-smooth-as-sandpaper.png,"Bill, Fox, Joel, PETA",https://www.housepetscomic.com/comic/2009/05/11/smooth-as-sandpaper/,19.0,A Sinister Shadow
0143,Headsteeringwheel,"May 13, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-13-headsteeringwheel.png,"Bill, Joel, PETA",https://www.housepetscomic.com/comic/2009/05/13/headsteeringwheel/,19.0,A Sinister Shadow
0144,Or Belong To PETA,"May 15, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-15-or-belong-to-PETA.png,"Bill, Joel, PETA",https://www.housepetscomic.com/comic/2009/05/15/or-belong-to-peta/,19.0,A Sinister Shadow
0145,Cool Clean And Refreshing,"May 18, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-18-cool-clean-and-refreshing.png,"Fox, K-9 Dogs, Sergeant Ralph",https://www.housepetscomic.com/comic/2009/05/18/cool-clean-and-refreshing/,19.0,A Sinister Shadow
0146,Backseat Driver,"May 20, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-20-backseat-driver.png,"Fido, Fox, PETA, Sergeant Ralph, Spo",https://www.housepetscomic.com/comic/2009/05/20/backseat-driver/,19.0,A Sinister Shadow
0147,I Always Get Those Mixed Up,"May 22, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-22-I-always-get-those-mixed-up.png,"Fido, Joel, Kevin, Spo",https://www.housepetscomic.com/comic/2009/05/22/i-always-get-those-mixed-up/,19.0,A Sinister Shadow
0148,"I Kid, People, I Kid; You’re A Good Crowd","May 25, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-25-i-kid-people-i-kid-youre-a-good-crowd.png,"Fido, Joel, Kevin, Spo",https://www.housepetscomic.com/comic/2009/05/25/i-kid-people-i-kid-youre-a-good-crowd/,19.0,A Sinister Shadow
0149,I’m Never Going To Understand Humans,"May 27, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-27-im-never-going-to-understand-humans.png,"Fido, Joel, Joel's Pets, K-9 Dogs, Kevin, Spo, Terrance",https://www.housepetscomic.com/comic/2009/05/27/im-never-going-to-understand-humans/,19.0,A Sinister Shadow
0150,End Of Year One,"May 29, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-05-29-end-of-year-one.png,"Joel, PETA, Police, Sergeant Ralph",https://www.housepetscomic.com/comic/2009/05/29/end-of-year-one/,19.0,A Sinister Shadow
0151,Not Good With Children,"June 1, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-01-not-good-with-children.png,"Pap, Post Office Clerk, Tiger",https://www.housepetscomic.com/comic/2009/06/01/not-good-with-children/,,
0152,Yes All Of Them,"June 3, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-03-yes-all-of-them.png,Mr. Bigglesworth,https://www.housepetscomic.com/comic/2009/06/03/yes-all-of-them/,,
0153,The Mini Adventures Of Spot,"June 5, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-05-the-mini-adventures-of-spot.png,"Peanut, Sasha, Spot (Superdog), Stripe",https://www.housepetscomic.com/comic/2009/06/05/the-mini-adventures-of-spot/,,
0154,No Excuses,"June 8, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-08-no-excuses.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/06/08/no-excuses/,20.0,Roadtrip Woo
0155,Another Page Of My Childhood,"June 10, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-10-another-page-of-my-childhood.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/06/10/another-page-of-my-childhood/,20.0,Roadtrip Woo
0156,Trajectory,"June 12, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-12-trajectory.png,"Grape, Mr. Sandwich, Peanut",https://www.housepetscomic.com/comic/2009/06/12/trajectory/,20.0,Roadtrip Woo
0157,The Other Alternative,"June 15, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-15-the-other-alternative.png,"Grape, Mr. Sandwich, Peanut, Store Clerk",https://www.housepetscomic.com/comic/2009/06/15/the-other-alternative/,20.0,Roadtrip Woo
0158,Unspilled Milk,"June 17, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-17-unspilled-milk.png,"Grape, Mrs. Sandwich, Peanut",https://www.housepetscomic.com/comic/2009/06/17/unspilled-milk/,20.0,Roadtrip Woo
0159,Fast Learner,"June 19, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-19-fast-learner.png,"Dallas, Grape, Joey, Lester, Peanut",https://www.housepetscomic.com/comic/2009/06/19/fast-learner/,20.0,Roadtrip Woo
0160,Of Dishes And Taking,"June 22, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-22-of-dishes-and-taking.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/06/22/of-dishes-and-taking/,20.0,Roadtrip Woo
0161,Get Your Shoes On If You Have Them,"June 29, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-06-29-get-your-shoes-on-if-you-have-them.png,"Grape, Mr. Sandwich, Peanut",https://www.housepetscomic.com/comic/2009/06/29/get-your-shoes-on-if-you-have-them/,21.0,Down at the Farm
0162,Do Those Still Exist,"July 1, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-01-do-those-still-exist.png,"Grape, Mr. Sandwich, Peanut, Uncle Reuben, Uncle Reuben's Kids",https://www.housepetscomic.com/comic/2009/07/01/do-those-still-exist/,21.0,Down at the Farm
0163,Pushing Up Daisies,"July 3, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-03-pushing-up-daisies.png,"Grape, Made of Win, Rufus",https://www.housepetscomic.com/comic/2009/07/03/pushing-up-daisies/,21.0,Down at the Farm
0164,Playing With Your Food,"July 6, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-06-playing-with-your-food.png,"Action Replay, Cows, Grape, Made of Win, Money for Nothing, Peanut",https://www.housepetscomic.com/comic/2009/07/06/playing-with-your-food/,21.0,Down at the Farm
0165,Paralysis Of The Mouth,"July 8, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-08-paralysis-of-the-mouth.png,"Barn Cats, Peanut",https://www.housepetscomic.com/comic/2009/07/08/paralysis-of-the-mouth/,21.0,Down at the Farm
0166,Probably Taking This Too Far,"July 10, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-10-probably-taking-this-too-far.png,"Barn Cats, Grape, Peanut",https://www.housepetscomic.com/comic/2009/07/10/probably-taking-this-too-far/,21.0,Down at the Farm
0167,Many Very Convincing Reasons,"July 13, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-13-many-very-convincing-reasons.png,"Barn Cats, Grape",https://www.housepetscomic.com/comic/2009/07/13/many-very-convincing-reasons/,21.0,Down at the Farm
0168,He Was Saving It For A Special Occasion,"July 15, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-15-he-was-saving-it-for-a-special-occasion.png,"Peanut, Rufus",https://www.housepetscomic.com/comic/2009/07/15/he-was-saving-it-for-a-special-occasion/,21.0,Down at the Farm
0169,There Went Nothing,"July 17, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-17-there-went-nothing.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2009/07/17/there-went-nothing/,21.0,Down at the Farm
0170,Meanwhile Back In Babylon,"July 20, 2009",https://www.housepetscomic.com/wp-content/uploads/2016/07/2009-07-20-meanwhile-back-in-babylon.png,"Celia, Duke, Estate Attorney, Keene, Lana, Pit, Rock, Simon, Thomas",https://www.housepetscomic.com/comic/2009/07/20/meanwhile-back-in-babylon/,22.0,Money Sharks
